BERGEN;Norway;5,37306653;60,3568769;CASABLANCA;Morocco;-7,6179071;33,596439;61292
GENEVE 4;Switzerland;6,629702909;46,5216537;SIMFEROPOL;Ukraine;34,1024575;44,9521394;61470
KOELN;Germany;6,9569467;50,9412323;ATHENS;Greece;23,7279843;37,9841493;61699
ENSCHEDE;Netherlands;6,8936189;52,2179694;PRETORIA;South Africa;28,1847222;-25,725;61799
MUENCHEN;Germany;11,5754815;48,1372719;SWINDON;United Kingdom;-1,7854949;51,5615549;62000
PLYMOUTH;United Kingdom;-4,111676104;50,39254155;SWINDON WILTSHIRE;United Kingdom;-1,7854949;51,5615549;62640
SHEFFIELD;United Kingdom;-1,4657174;53,3820287;YUZHNO-SAKHALINSK;Russian Federation;142,727438;46,9574273;62993
MATERA;Italy;16,601585;40,668523;FREIBERG;Germany;13,3429337;50,9169043;63000
MATERA;Italy;16,601585;40,668523;Potenza;Italy;15,808567;40,644317;63000
ISSY-LES-MOULINEAUX;France;2,2734713;48,8244968;SOPOT;Poland;18,54334244;54,4417965;63200
MUENCHEN;Germany;11,5754815;48,1372719;SAINT-MANDE;France;2,4172278;48,8419182;63254
BARCELONA;Spain;2,1700437;41,3870186;IGUALADA;Spain;1,6176216;41,5787819;63600
PLYMOUTH;United Kingdom;-4,111676104;50,39254155;DARMSTADT;Germany;8,664985079;49,87474665;63826
SWINDON WILTSHIRE;United Kingdom;-1,7854949;51,5615549;RIGA;Latvia;24,1051846;56,9493977;64880
MOL;Belgium;5,1156157;51,1841061;BUENOS AIRES;Argentina;-58,4459789;-34,612869;65000
Potenza;Italy;15,808567;40,644317;KOELN;Germany;6,9569467;50,9412323;65017
ISSY-LES-MOULINEAUX;France;2,2734713;48,8244968;VARNA;Bulgaria;27,85901367;43,20087355;65504
FREIBURG;Germany;7,1606881;46,8052805;ZAGREB;Croatia;16,00943434;45,8166064;65912
FREIBURG;Germany;7,8494005;47,9960901;ZAGREB;Croatia;16,00943434;45,8166064;65912
FERRARA;Italy;11,6198107;44,8367971;SEVILLA;Spain;-5,962599927;37,38270045;65967
SAINT MANDE CEDEX;France;1,8883335;46,603354;CAMBRIDGE;United Kingdom;-71,1056157;42,3750997;65981
SAINT MANDE CEDEX;France;1,8883335;46,603354;CAMBRIDGE;United Kingdom;0,124862;52,2033051;65981
MUENCHEN;Germany;11,5754815;48,1372719;WIEN;Austria;16,3730908;48,2084671;66134
MUENCHEN;Germany;11,5754815;48,1372719;ROMA;Italy;12,4830619;41,8932575;66970
BERGEN;Norway;4,70804;52,66765;ISSY-LES-MOULINEAUX;France;2,2734713;48,8244968;67200
BERGEN;Norway;5,37306653;60,3568769;ISSY-LES-MOULINEAUX;France;2,2734713;48,8244968;67200
ROMA;Italy;12,4830619;41,8932575;DUESSELDORF;Germany;6,7637565;51,2235376;67492
LECCE;Italy;18,1718482;40,3570373;BRISTOL;United Kingdom;-2,5952658;51,4556994;67505
PARIS;France;2,3521334;48,8565056;ORLEANS;France;1,9086066;47,9027336;67514
THERMI THESSALONIKI;Greece;23,0219745;40,5472188;ATHENS;Greece;23,7279843;37,9841493;67568
ISSY-LES-MOULINEAUX;France;2,2734713;48,8244968;MOSCOW;Russian Federation;37,4062709;55,5805786;67881
MANNHEIM;Germany;8,4672361;49,4895914;LJUBLJANA;Slovenia;14,5068921;46,049865;68020
SAINT MANDE CEDEX;France;1,8883335;46,603354;Leiden;Netherlands;4,4824271;52,1598645;68504
